timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1533237651172,3,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,2,3,0,0
1533237651173,3,HTTP Request,200,OK,getUserById 2-87,text,true,,229,126,1,2,3,0,0
1533237651175,2,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,2,2,0,0
1533237651177,2,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,2,2,0,0
1533237651176,4,HTTP Request,200,OK,getUserById 2-87,text,true,,229,126,1,2,4,0,0
1533237651179,1,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,2,1,0,0
1533237651180,2,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,2,2,0,0
1533237651180,3,HTTP Request,200,OK,getUserById 2-87,text,true,,229,126,1,2,2,0,0
1533237651182,2,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,1,2,0,0
1533237651184,1,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,1,1,0,0
1533237651185,2,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,1,2,0,0
1533237651187,1,HTTP Request,404,Not Found,getUserByUsername 3-87,text,false,,312,151,1,1,1,0,0
1533237652125,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,3,0,0
1533237652128,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,3,0,0
1533237652131,2,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,2,0,0
1533237652133,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,3,0,0
1533237652136,2,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,2,0,0
1533237652138,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,3,0,0
1533237652141,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,2,0,0
1533237652144,2,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,2,0,0
1533237652146,2,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,1,2,0,0
1533237652149,3,HTTP Request,200,OK,getAllUsers 1-88,text,true,,520,123,1,2,3,0,0
1533237652150,4,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,1,4,0,1
1533237652154,4,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,1,4,0,0
1533237652158,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,1,3,0,0
1533237652161,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,1,3,0,0
1533237652164,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,1,3,0,0
1533237652167,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,2,3,0,0
1533237652170,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,2,0,0
1533237652170,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,2,3,0,0
1533237652172,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,2,0,0
1533237652174,8,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,8,0,0
1533237652173,10,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,2,10,0,0
1533237652182,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,2,0,0
1533237652183,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,2,3,0,0
1533237652184,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,2,0,0
1533237652186,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,2,2,0,0
1533237652186,3,HTTP Request,200,OK,getUserById 2-88,text,true,,229,126,1,2,3,0,0
1533237652188,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,1,2,0,0
1533237652190,2,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,1,2,0,0
1533237652192,1,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,1,1,0,0
1533237652193,1,HTTP Request,404,Not Found,getUserByUsername 3-88,text,false,,312,151,1,1,1,0,0
1533237653125,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653128,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653130,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653132,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653134,3,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,3,0,0
1533237653137,3,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,3,0,0
1533237653140,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653142,3,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,3,0,0
1533237653145,3,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,3,0,0
1533237653148,2,HTTP Request,200,OK,getAllUsers 1-89,text,true,,520,123,1,1,2,0,0
1533237653151,3,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,3,0,0
1533237653155,2,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,2,0,0
1533237653157,3,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,3,0,0
1533237653160,2,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,2,0,0
1533237653163,2,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,2,0,0
1533237653165,4,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,1,3,0,0
1533237653169,2,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,2,2,0,0
1533237653170,3,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,3,0,1
1533237653172,3,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,2,3,0,0
1533237653173,3,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,3,0,0
1533237653176,1,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,1,0,0
1533237653175,4,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,2,4,0,0
1533237653177,3,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,3,0,0
1533237653180,3,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,3,0,0
1533237653183,2,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,2,2,0,0
1533237653179,6,HTTP Request,200,OK,getUserById 2-89,text,true,,229,126,1,2,6,0,0
1533237653185,2,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,1,2,0,0
1533237653187,1,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,1,1,0,0
1533237653188,2,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,1,2,0,0
1533237653190,2,HTTP Request,404,Not Found,getUserByUsername 3-89,text,false,,312,151,1,1,2,0,0
1533237654126,3,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,3,0,0
1533237654130,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654132,3,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,3,0,0
1533237654135,3,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,3,0,0
1533237654138,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654140,3,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654143,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654145,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654147,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,1,2,0,0
1533237654149,2,HTTP Request,200,OK,getAllUsers 1-90,text,true,,520,123,1,2,2,0,0
1533237654151,4,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,4,0,1
1533237654155,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,3,0,0
1533237654158,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,3,0,0
1533237654161,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,3,0,0
1533237654164,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,3,0,0
1533237654167,2,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,1,2,0,0
1533237654170,2,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,2,2,0,0
1533237654171,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,2,2,0,0
1533237654173,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,2,2,0,0
1533237654173,2,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,2,2,0,0
1533237654175,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,2,2,0,0
1533237654175,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,2,3,0,0
1533237654177,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,2,2,0,0
1533237654179,1,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,2,1,0,0
1533237654179,3,HTTP Request,200,OK,getUserById 2-90,text,true,,229,126,1,2,3,0,0
1533237654180,3,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,1,3,0,0
1533237654183,1,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,1,1,0,0
1533237654184,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,1,2,0,0
1533237654186,2,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,1,2,0,0
1533237654188,1,HTTP Request,404,Not Found,getUserByUsername 3-90,text,false,,312,151,1,1,1,0,0
1533237655126,3,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,3,0,0
1533237655129,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655131,3,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,3,0,0
1533237655134,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655136,3,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655139,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655141,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655143,3,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,3,0,0
1533237655146,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655148,2,HTTP Request,200,OK,getAllUsers 1-91,text,true,,520,123,1,1,2,0,0
1533237655151,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655154,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655157,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655160,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655163,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655166,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,1,3,0,0
1533237655169,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,2,2,0,0
1533237655171,3,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,2,3,0,1
1533237655172,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,2,3,0,0
1533237655175,2,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,2,2,0,0
1533237655174,3,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,2,3,0,0
1533237655177,2,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,2,2,0,0
1533237655177,3,HTTP Request,200,OK,getUserById 2-91,text,true,,229,126,1,2,3,0,0
1533237655179,2,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,2,0,0
1533237655181,2,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,2,0,0
1533237655183,1,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,1,0,0
1533237655184,2,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,2,0,0
1533237655186,1,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,1,0,0
1533237655187,1,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,1,0,0
1533237655188,3,HTTP Request,404,Not Found,getUserByUsername 3-91,text,false,,312,151,1,1,3,0,0
1533237656126,5,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,5,0,1
1533237656131,2,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,2,0,0
1533237656133,2,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,2,0,0
1533237656136,2,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,2,0,0
1533237656138,3,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,3,0,0
1533237656141,3,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,3,0,0
1533237656144,3,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,3,0,0
1533237656147,2,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,1,2,0,0
1533237656149,3,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,2,3,0,0
1533237656152,2,HTTP Request,200,OK,getAllUsers 1-92,text,true,,520,123,1,2,2,0,0
1533237656151,4,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,1,4,0,0
1533237656155,4,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,1,3,0,0
1533237656159,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,1,3,0,0
1533237656162,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,1,3,0,0
1533237656165,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,1,3,0,0
1533237656168,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,2,3,0,0
1533237656171,3,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,2,2,0,0
1533237656171,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,2,3,0,0
1533237656174,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,2,2,0,0
1533237656174,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,2,3,0,0
1533237656176,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,2,2,0,0
1533237656178,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,2,2,0,0
1533237656178,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,2,3,0,0
1533237656180,3,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,2,3,0,0
1533237656181,3,HTTP Request,200,OK,getUserById 2-92,text,true,,229,126,1,2,3,0,0
1533237656183,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,1,2,0,0
1533237656185,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,1,2,0,0
1533237656187,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,1,2,0,0
1533237656189,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,1,2,0,0
1533237656191,2,HTTP Request,404,Not Found,getUserByUsername 3-92,text,false,,312,151,1,1,2,0,0
1533237657126,3,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,3,0,0
1533237657129,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657131,3,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,3,0,0
1533237657134,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657136,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657139,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657141,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657143,3,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657146,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657148,2,HTTP Request,200,OK,getAllUsers 1-93,text,true,,520,123,1,1,2,0,0
1533237657151,3,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,3,0,0
1533237657155,3,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,2,0,0
1533237657158,3,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,3,0,0
1533237657162,2,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,2,0,0
1533237657165,2,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,2,0,0
1533237657168,2,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,1,2,0,0
1533237657171,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,2,0,0
1533237657171,3,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,2,2,0,0
1533237657173,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,2,0,0
1533237657174,3,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,2,2,0,0
1533237657175,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,2,0,0
1533237657177,1,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,1,0,0
1533237657177,2,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,2,2,0,0
1533237657178,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,2,0,0
1533237657180,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,2,2,0,0
1533237657179,4,HTTP Request,200,OK,getUserById 2-93,text,true,,229,126,1,2,3,0,0
1533237657182,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,1,2,0,0
1533237657184,1,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,1,1,0,0
1533237657185,2,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,1,2,0,0
1533237657187,1,HTTP Request,404,Not Found,getUserByUsername 3-93,text,false,,312,151,1,1,1,0,0
1533237658127,5,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,5,0,0
1533237658132,2,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,2,0,0
1533237658135,2,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,2,0,0
1533237658137,3,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,3,0,0
1533237658140,2,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,2,0,0
1533237658142,3,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,3,0,0
1533237658145,2,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,2,0,0
1533237658147,3,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,1,3,0,0
1533237658150,2,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,2,2,0,0
1533237658152,3,HTTP Request,200,OK,getAllUsers 1-94,text,true,,520,123,1,2,3,0,0
1533237658151,5,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,1,5,0,0
1533237658156,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,1,3,0,0
1533237658159,4,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,1,4,0,0
1533237658163,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,1,3,0,0
1533237658166,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,1,3,0,0
1533237658169,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,2,3,0,0
1533237658171,2,HTTP Request,404,Not Found,getUserByUsername 3-94,text,false,,312,151,1,2,2,0,0
1533237658172,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,2,3,0,0
1533237658173,2,HTTP Request,404,Not Found,getUserByUsername 3-94,text,false,,312,151,1,2,2,0,0
1533237658175,2,HTTP Request,404,Not Found,getUserByUsername 3-94,text,false,,312,151,1,2,2,0,0
1533237658175,3,HTTP Request,200,OK,getUserById 2-94,text,true,,229,126,1,2,3,0,0
1533237658177,3,HTTP Request,404,Not Found,getUserByUsername 3-94,text,false,,312,151,1,2,3,0,0
